study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
12.7,6.2,52,4,49.28
11.7,12.9,17,1,44.8
7.8,6.6,59,1,37.26
16.3,6.7,16,2,94.94
8.8,7.1,7,1,50.95
8.7,7.9,20,3,40.3
7.6,7.1,36,3,28.71
12.9,5.2,24,4,68.74
8.8,7.4,39,4,35.1
6.7,9.7,24,1,23.67
9.0,10.6,34,2,28.09
1.2,6.0,20,2,14.7
8.3,7.8,44,4,15.12
6.6,7.0,49,2,26.27
7.3,7.1,41,3,30.22
8.7,14.0,37,2,24.72
6.8,9.1,30,4,14.45
7.3,6.8,51,5,16.83
8.6,7.4,52,1,43.29
9.1,6.0,20,5,28.89
7.5,7.0,33,3,19.89
6.7,7.8,39,4,19.77
12.6,7.6,35,5,40.84
7.2,5.8,31,3,32.62
6.2,14.4,32,2,0.0
15.9,10.9,30,2,65.33
1.7,6.0,30,3,13.23
8.3,2.4,56,2,63.0
18.6,7.9,22,5,76.56
8.9,7.1,49,4,35.26
2.1,6.8,49,2,1.78
7.3,7.7,9,2,47.17
7.6,11.4,9,5,11.43
12.2,7.5,34,1,64.72
9.6,4.2,11,1,61.47
9.4,14.3,13,2,19.14
8.5,7.8,15,2,48.6
6.2,10.7,57,4,0.0
11.5,14.5,33,2,15.83
15.5,14.3,40,1,56.46
10.0,6.1,39,2,47.14
1.5,3.7,38,3,17.8
10.3,14.1,43,5,0.0
8.1,7.3,48,3,36.98
6.2,3.8,30,2,46.03
7.1,7.2,17,1,47.3
6.6,12.9,23,3,0.0
7.9,5.6,14,4,40.03
8.3,6.0,15,1,67.68
7.0,8.7,34,4,25.81
15.5,14.1,40,2,54.43
7.8,7.5,8,1,50.88
9.2,6.1,41,1,50.3
18.3,7.0,34,3,87.2
8.4,7.2,36,3,37.14
13.3,6.5,14,5,49.52
9.7,7.1,47,3,43.5
9.2,5.1,34,3,52.26
8.8,6.4,49,4,21.04
12.6,6.4,35,3,65.01
7.2,6.8,60,3,27.46
6.2,7.3,47,4,19.95
8.2,7.1,45,2,38.1
8.8,4.1,46,4,37.0
8.4,6.5,27,2,43.0
6.5,9.3,60,5,0.0
6.5,7.7,15,5,3.45
7.6,12.1,17,4,10.25
6.6,6.9,43,5,11.67
8.5,7.5,57,3,19.39
6.9,8.2,52,4,16.84
8.3,14.1,58,2,6.96
7.3,4.8,47,4,26.18
9.2,7.0,28,1,45.17
8.3,7.3,48,5,23.1
8.0,6.4,27,5,11.26
6.5,14.0,37,5,0.0
8.9,6.1,30,4,40.72
9.1,14.3,23,2,24.06
11.9,6.7,43,5,42.66
7.8,7.5,25,4,24.11
10.2,6.1,51,4,55.04
7.2,6.7,14,4,35.28
7.3,6.4,52,2,34.54
8.8,6.2,33,2,43.08
9.8,10.2,58,2,40.48
8.9,6.4,45,5,19.08
7.4,14.1,39,5,0.0
17.1,6.3,20,3,93.07
7.5,12.5,39,3,0.0
8.2,14.7,38,3,9.17
8.3,13.3,38,4,0.0
16.6,5.6,41,1,100.0
9.8,6.6,48,3,34.51
3.3,9.2,25,2,5.61
6.4,10.0,18,5,17.81
6.9,13.7,10,2,21.37
2.5,6.7,25,3,0.79
9.4,6.6,22,2,49.67
11.5,5.4,59,2,66.09
7.5,8.6,11,1,41.92
7.2,9.2,43,4,0.0
2.7,7.6,60,5,0.0
14.3,6.0,42,5,55.02
6.2,3.5,29,1,59.62
8.2,11.7,23,5,10.77
11.9,7.6,56,3,52.85
9.2,9.0,35,4,29.88
7.0,6.6,56,2,31.17
7.7,3.1,55,5,32.64
6.8,6.1,59,1,38.8
9.0,7.0,28,5,27.76
13.0,7.4,36,2,64.77
9.9,6.5,35,3,42.83
14.7,8.0,52,5,48.4
10.5,8.3,33,4,39.67
19.2,6.5,56,4,76.24
9.9,7.5,38,1,47.42
7.1,7.9,57,4,10.9
3.0,14.1,8,2,0.0
14.0,6.6,48,5,46.1
8.1,6.2,47,5,31.9
8.0,7.5,54,1,42.56
4.4,6.7,45,2,8.29
9.6,3.8,32,2,61.21
10.9,9.4,25,4,33.52
7.1,12.6,6,1,32.63
19.2,7.3,51,4,80.75
9.2,8.9,58,3,18.82
7.5,7.4,26,2,37.66
15.3,6.1,20,5,73.68
6.3,13.6,42,2,2.57
8.7,6.3,48,1,52.65
18.8,8.0,10,5,81.69
16.0,7.6,21,1,89.28
2.2,7.0,21,2,10.46
9.1,7.0,56,2,28.92
7.2,13.3,31,5,0.0
7.6,12.8,10,4,6.03
7.9,6.6,8,4,33.39
7.0,3.2,8,3,51.6
7.0,8.8,27,4,17.15
9.9,7.9,26,1,42.44
7.4,7.6,57,5,3.68
8.5,7.1,55,4,26.9
9.4,10.3,28,2,22.55
7.8,7.7,9,3,34.27
9.7,10.8,40,4,14.62
6.3,4.7,7,2,54.35
5.7,10.5,60,3,0.0
1.4,14.2,41,2,0.0
9.2,6.7,49,1,45.36
6.6,2.5,16,4,40.14
9.9,6.0,27,4,51.77
7.5,8.0,60,3,27.91
8.3,7.2,20,1,51.17
6.6,14.8,54,2,3.21
13.7,14.9,40,4,19.44
7.6,6.3,12,1,61.67
8.6,6.4,6,5,50.02
6.5,7.8,33,3,29.06
9.8,6.2,28,2,61.0
2.0,11.6,56,5,0.0
6.2,6.3,60,3,17.97
7.4,6.8,38,5,9.76
9.1,8.6,47,5,11.43
7.5,11.4,40,1,15.23
8.9,10.4,11,4,18.44
7.3,6.5,18,2,36.72
7.1,6.2,27,4,27.67
10.6,2.8,47,1,73.81
9.0,6.1,58,4,36.17
3.1,13.9,10,3,0.0
6.5,7.1,5,1,64.14
6.5,14.8,41,3,0.0
9.7,7.2,48,1,56.5
15.6,6.6,22,3,85.57
8.3,7.7,40,3,36.07
7.1,7.5,47,2,32.52
7.8,6.6,31,5,29.16
4.1,7.7,32,1,18.38
8.6,6.0,19,2,56.19
9.1,7.9,11,2,43.31
17.3,6.2,5,5,83.39
12.2,4.7,38,3,67.65
6.2,6.6,56,5,4.32
8.7,5.9,8,1,58.9
7.2,2.6,36,2,67.71
2.9,8.2,47,3,0.0
9.6,7.8,50,1,58.17
8.9,8.0,24,1,50.94
7.7,7.6,13,5,20.07
9.5,7.3,10,3,43.65
6.8,6.1,56,1,35.76
2.3,3.9,55,5,0.0
13.7,6.4,45,1,72.07
9.3,11.9,25,1,35.26
7.8,4.5,44,1,53.91
7.3,2.7,20,3,60.08
7.6,6.0,5,3,43.94
19.7,14.6,48,3,68.98
6.0,6.3,40,3,24.0
17.8,8.7,44,3,75.58
14.4,6.7,52,4,45.83
7.1,9.1,22,2,28.72
5.5,5.2,48,4,24.72
8.7,14.9,44,1,26.68
9.3,8.7,13,2,46.2
7.8,12.9,51,2,11.65
9.3,9.6,25,1,51.21
8.6,4.6,13,1,60.45
4.0,10.2,59,2,0.0
9.4,3.3,16,2,70.86
8.4,6.4,41,1,58.31
6.8,5.8,28,5,30.36
1.1,6.1,9,1,19.36
19.5,14.2,17,3,64.63
9.5,8.0,39,5,23.66
9.0,2.4,40,4,58.8
1.9,7.8,59,3,0.0
7.6,7.4,30,3,36.44
16.4,14.8,53,4,36.62
8.2,12.1,54,5,1.75
9.6,7.0,35,2,53.58
6.0,3.1,48,4,31.47
9.0,6.7,57,1,58.46
8.5,4.5,25,2,52.42
7.2,3.1,27,3,48.35
6.3,5.0,15,1,56.0
9.8,4.3,60,5,29.67
6.4,7.4,44,1,32.29
8.5,6.9,11,5,24.87
7.6,5.1,59,3,32.43
7.5,7.5,40,3,36.19
17.0,6.4,56,5,68.25
9.3,6.4,52,2,31.98
6.1,6.3,55,5,10.91
11.1,7.7,23,2,52.63
19.4,7.2,25,1,100.0
7.3,7.5,34,2,31.44
9.5,6.8,60,5,25.14
8.0,11.1,11,4,12.51
6.5,6.2,14,2,42.59
16.4,11.6,25,2,66.73
7.8,6.1,27,5,24.89
9.5,7.1,53,4,32.46
9.8,2.1,31,3,72.26
5.8,7.2,19,1,39.02
6.6,8.6,43,5,6.85
9.5,7.8,49,1,50.51
11.1,7.0,33,4,46.66
13.6,6.9,60,3,53.9
9.6,6.3,33,2,46.47
17.4,13.6,20,3,53.91
6.1,8.8,34,2,26.24
3.0,14.3,11,2,0.0
12.3,7.8,32,2,69.76
7.7,7.1,25,4,29.38
3.7,3.7,34,1,45.21
3.0,3.1,6,3,39.75
9.6,6.6,18,5,35.04
9.1,6.8,40,2,39.51
8.6,4.7,54,4,27.08
9.5,7.6,8,5,23.62
11.2,10.2,39,2,38.13
17.5,5.7,41,4,89.62
8.9,14.6,56,3,3.94
8.9,6.5,47,1,48.48
8.0,4.9,6,1,72.68
9.8,4.2,24,2,67.41
8.4,8.3,10,2,44.85
3.3,7.8,36,3,14.86
7.7,13.6,43,5,0.0
9.9,5.3,22,5,46.41
14.2,6.6,35,3,73.91
6.6,13.0,9,5,3.02
8.8,6.2,56,3,38.16
7.7,6.2,17,1,55.15
8.6,6.3,5,2,55.94
6.9,11.2,10,5,0.0
9.7,6.7,57,2,49.45
12.1,2.2,43,4,67.06
14.3,6.9,38,3,71.28
6.8,2.7,20,5,43.1
8.6,6.4,30,3,48.18
9.7,3.8,17,4,65.41
9.9,9.0,8,3,46.1
7.4,6.4,40,3,40.3
5.5,7.0,14,3,27.11
8.3,8.7,14,4,35.98
1.5,8.0,50,5,0.0
6.7,7.0,31,4,19.42
12.8,6.9,56,2,60.39
15.5,4.6,19,4,89.5
7.8,7.1,39,2,29.52
4.5,6.1,30,2,38.98
6.9,11.4,38,4,7.96
7.4,6.7,31,1,53.05
7.1,6.2,8,4,31.87
6.1,7.5,51,5,0.0
4.3,9.2,16,3,13.71
9.9,14.9,46,2,12.42
15.4,6.0,45,1,80.17
10.8,7.6,27,1,66.96
10.0,6.1,46,3,52.36
8.9,6.1,34,5,32.89
11.4,4.6,60,1,62.24
6.0,7.8,59,1,34.48
14.3,4.7,37,2,77.73
2.3,6.4,20,3,13.89
11.8,7.2,46,5,37.39
7.8,6.4,32,1,46.36
8.1,7.6,8,3,33.41
12.4,7.6,27,4,47.48
14.0,6.6,59,4,48.85
6.3,11.8,10,5,0.05
6.6,6.4,21,5,12.64
14.9,6.7,58,3,78.18
7.3,9.5,37,2,31.35
8.1,7.1,11,5,23.84
9.2,6.4,41,2,51.43
5.5,11.4,33,4,0.0
6.9,7.0,7,2,46.19
8.4,11.3,23,5,4.49
8.8,11.7,60,1,22.77
10.9,13.8,51,1,18.93
8.5,6.8,34,4,22.68
8.3,3.3,45,2,46.53
2.8,8.0,42,2,8.74
10.2,6.2,55,4,34.05
6.4,6.3,36,2,38.03
9.5,13.3,9,5,0.0
15.6,7.0,22,3,80.21
8.8,8.5,52,2,42.85
10.0,6.1,54,1,59.49
8.9,3.0,25,5,45.91
9.8,13.8,22,5,17.32
14.8,4.9,55,3,77.75
7.0,6.7,5,1,51.41
9.1,13.4,17,4,15.37
14.5,3.9,44,4,83.79
7.7,11.4,16,1,32.61
11.2,12.0,45,3,25.39
6.4,12.7,30,3,0.0
8.9,6.6,40,2,45.05
9.3,5.4,24,1,58.24
14.6,6.3,19,4,74.26
9.6,6.6,52,2,47.37
7.0,7.8,5,5,20.04
9.6,5.1,50,3,53.97
6.6,7.2,17,1,42.21
17.0,14.9,29,4,36.35
6.5,14.2,15,4,0.0
6.2,12.2,53,1,14.45
3.0,6.7,31,4,0.0
6.2,6.5,54,4,11.21
9.3,7.7,21,5,26.25
17.5,14.0,26,1,63.69
2.5,7.4,60,5,0.0
4.6,7.1,33,3,10.42
13.9,7.7,58,1,63.8
13.5,7.6,51,4,54.22
8.0,10.2,42,2,35.69
7.1,11.0,16,4,0.0
8.2,12.7,43,4,0.0
9.0,7.3,48,1,49.14
9.5,11.5,48,4,13.34
6.2,6.2,45,2,36.57
8.7,6.1,57,1,44.69
7.6,2.0,14,2,67.46
7.8,7.0,49,4,21.95
7.5,6.5,36,3,37.94
17.3,7.2,16,1,100.0
7.0,7.8,6,3,25.02
9.1,10.8,52,2,17.04
18.7,4.5,6,3,100.0
7.2,6.9,55,3,21.45
7.4,11.4,23,5,15.71
9.5,14.2,44,5,0.0
7.3,4.3,58,3,38.96
7.7,7.4,55,3,21.36
10.3,7.8,40,5,30.14
17.7,7.6,50,1,95.44
8.2,14.8,10,4,0.0
8.4,8.9,19,3,24.07
9.8,6.6,10,1,62.72
13.7,3.6,58,4,65.11
6.0,6.7,47,3,15.46
6.5,7.4,6,3,43.12
6.2,6.8,42,2,28.76
7.2,6.8,44,4,27.65
7.3,7.1,17,5,25.08
10.5,6.6,26,1,68.44
9.2,6.8,17,4,40.49
8.5,7.2,42,1,43.23
6.5,6.6,18,5,26.44
7.7,4.7,60,2,49.6
6.8,14.4,46,2,0.0
8.0,8.9,58,4,17.13
8.7,3.7,18,2,60.61
9.1,5.8,21,2,57.06
4.9,7.9,50,1,16.96
14.0,6.5,24,3,65.71
9.9,7.5,7,1,66.68
7.3,10.9,46,5,0.32
8.3,14.7,31,4,0.0
6.6,7.3,9,4,27.03
10.8,6.8,57,2,42.54
6.9,7.5,31,3,22.19
12.7,2.2,41,3,68.75
8.8,6.3,60,2,38.77
9.1,6.0,29,1,58.23
9.5,9.4,10,5,29.57
7.4,11.0,6,2,28.59
7.0,8.5,41,3,25.61
9.3,10.1,44,3,29.49
18.2,6.9,19,2,100.0
18.2,14.1,14,5,62.63
10.4,7.9,26,3,42.72
3.5,5.7,14,3,10.82
6.1,12.7,55,2,2.24
4.3,13.8,40,1,0.0
8.8,7.6,34,2,43.15
9.5,6.1,26,2,59.16
7.6,6.2,6,1,54.31
7.6,13.8,38,4,0.0
6.5,7.4,32,1,33.05
7.1,6.9,8,1,47.99
7.9,6.8,55,5,15.95
6.2,8.1,53,4,5.36
5.9,8.0,25,1,28.9
9.8,7.3,49,2,59.18
14.8,12.6,21,5,38.12
11.2,6.5,45,5,27.26
6.0,6.5,24,4,26.31
15.1,6.1,58,5,64.69
19.4,7.3,48,1,97.19
3.3,9.1,36,5,0.0
6.4,5.6,44,5,13.53
6.5,10.6,47,5,0.0
10.1,4.0,13,2,70.44
19.3,7.6,53,4,85.98
18.1,5.7,7,1,100.0
17.6,6.8,37,5,70.72
8.2,7.3,50,3,34.87
6.4,7.3,56,1,26.91
6.7,6.1,48,2,45.8
7.8,14.4,43,4,0.0
6.9,6.8,58,2,29.2
8.3,6.9,56,2,37.7
18.0,14.6,40,4,48.18
9.6,7.0,18,1,66.07
7.6,2.9,11,2,66.63
6.2,7.1,48,5,0.0
6.8,7.9,46,2,33.77
7.3,11.7,32,1,12.67
8.4,7.2,19,3,42.3
8.2,5.6,60,3,35.34
7.9,7.0,54,4,13.86
6.1,7.1,34,4,13.95
8.0,6.5,31,2,38.76
12.8,6.7,7,3,63.2
5.1,6.1,14,4,25.95
6.8,4.7,42,3,27.11
13.3,5.0,21,1,84.02
8.9,10.9,48,5,3.87
6.4,6.1,26,3,34.28
7.8,7.4,21,4,21.64
7.7,12.4,33,3,18.42
8.2,6.9,49,4,31.4
9.1,3.1,40,4,38.62
16.6,6.8,34,1,100.0
9.6,7.8,36,4,39.6
7.8,6.4,28,4,18.74
19.2,7.4,6,1,100.0
14.8,7.1,42,5,56.83
16.4,7.4,52,1,85.93
6.6,13.3,11,3,0.97
9.3,9.2,56,2,26.11
5.8,7.1,16,5,13.96
7.6,7.9,24,1,45.38
6.6,10.2,58,3,8.82
3.4,6.4,8,2,27.84
19.2,5.8,45,4,96.69
8.1,13.2,45,5,0.0
6.9,6.4,46,5,24.42
7.4,10.3,57,4,0.0
14.7,7.5,55,2,56.31
6.1,12.1,6,4,9.24
4.8,7.3,42,2,16.31
4.9,12.0,34,5,0.0
10.9,12.4,8,2,51.25
9.6,6.0,24,1,59.96
14.0,7.6,29,5,55.47
8.5,6.0,41,2,50.23
7.2,7.8,34,3,28.77
9.8,4.4,39,2,71.46
8.9,6.7,14,2,58.72
18.7,9.5,17,5,72.28
1.3,6.5,8,2,21.12
8.8,6.3,26,4,37.46
11.9,2.7,47,3,66.97
16.7,7.1,15,4,74.75
7.8,12.2,41,4,10.65
6.8,14.8,18,4,0.0
5.5,10.4,46,5,0.4
7.9,6.9,14,1,51.6
6.8,6.2,28,3,46.07
8.1,7.5,35,1,54.72
3.9,6.1,33,1,29.95
1.8,7.2,23,5,0.0
8.5,11.3,51,2,29.51
6.5,12.6,42,2,1.01
13.0,13.3,6,5,21.48
8.1,11.4,29,5,0.0
8.4,6.0,26,3,41.96
9.7,5.6,5,4,43.41
8.4,5.2,12,1,68.48
13.7,7.1,56,2,71.34
6.3,7.0,45,5,11.68
8.6,7.6,43,5,17.97
6.1,7.6,6,4,23.48
9.8,13.4,40,5,5.3
9.7,3.9,13,1,81.19
8.6,4.2,57,2,49.75
9.7,7.6,32,4,31.71
13.3,7.5,11,4,56.87
6.9,2.1,18,3,58.12
8.7,11.5,50,4,7.9
7.7,7.3,22,2,43.15
7.7,7.6,44,1,41.61
6.8,12.1,45,5,0.0
9.1,7.0,36,1,50.85
7.6,11.6,5,1,38.16
14.8,7.2,27,2,79.62
15.9,4.9,44,3,86.92
8.8,7.2,15,4,35.97
9.3,7.1,36,3,45.0
7.0,10.6,59,3,6.66
8.6,7.3,54,3,32.53
6.6,6.9,28,5,10.92
7.5,6.8,9,1,54.24
13.1,7.4,39,1,64.54
6.4,8.4,25,3,16.98
7.0,4.4,24,3,54.59
7.4,2.2,34,4,38.59
11.4,7.1,26,5,48.69
6.8,5.4,14,4,40.48
9.9,7.4,10,5,41.27
11.0,5.4,17,3,59.79
7.0,10.3,40,5,0.0
6.2,6.5,16,1,47.62
9.1,11.4,11,2,34.23
3.0,7.5,23,1,19.54
8.3,7.8,49,3,31.13
6.6,7.8,48,1,36.61
5.6,6.7,26,5,8.15
7.8,12.8,9,5,5.36
2.4,11.9,6,3,0.0
15.8,7.9,15,4,62.46
17.9,6.1,48,5,74.99
7.0,5.8,9,1,54.57
8.4,8.0,48,3,33.86
7.5,6.7,9,1,48.85
9.7,4.9,12,2,62.45
8.4,7.1,7,3,46.51
7.4,7.8,17,1,52.1
12.7,4.9,23,4,69.72
10.2,7.4,6,4,55.65
6.3,7.8,6,1,49.33
7.8,9.5,50,5,4.44
7.9,7.6,38,5,17.59
7.1,6.6,40,1,40.12
8.1,7.1,19,5,14.97
9.6,6.5,9,5,49.55
7.5,15.0,37,5,0.0
7.2,7.1,14,3,25.27
7.4,3.0,32,5,41.38
2.0,4.8,6,5,15.26
13.3,6.5,54,1,69.25
9.5,9.6,42,3,26.36
7.5,14.9,16,2,13.75
7.6,7.7,55,3,32.52
7.4,5.9,52,5,17.27
7.1,5.8,10,2,59.93
6.6,5.9,36,1,43.89
6.2,6.2,8,5,10.92
15.9,13.8,14,5,37.7
1.5,8.0,27,1,15.34
7.2,12.0,56,3,7.49
7.1,6.5,9,3,36.63
5.2,6.7,14,4,10.95
6.3,14.7,18,4,0.0
6.8,3.5,9,5,41.69
8.1,7.7,9,2,39.7
7.0,12.6,45,2,9.21
16.8,2.2,40,3,100.0
8.2,2.2,58,1,55.37
8.7,8.7,50,2,39.07
6.7,7.4,14,4,24.77
13.1,11.7,57,4,17.34
9.2,9.4,38,5,14.0
8.2,7.9,18,2,37.76
6.8,6.8,52,2,36.7
18.3,6.7,39,3,92.95
16.2,10.3,44,4,47.11
9.0,7.7,28,1,49.08
7.4,7.5,32,3,17.17
4.9,7.1,32,4,24.67
6.2,6.5,24,4,16.93
8.4,4.0,9,1,68.94
17.0,4.2,60,1,97.56
8.0,6.6,60,2,40.98
6.2,6.5,9,5,12.07
8.0,6.1,39,1,51.48
7.8,11.8,12,2,22.82
9.0,2.4,34,5,56.31
17.8,7.4,41,1,88.91
9.9,6.3,54,4,43.85
9.9,3.0,34,1,75.73
3.0,11.5,37,2,0.0
12.7,10.0,34,5,29.62
8.7,7.2,37,4,33.51
7.5,7.5,47,4,11.02
7.6,14.2,27,5,0.0
15.9,7.9,31,4,64.61
7.7,8.1,39,4,16.7
8.7,9.1,60,2,13.1
10.3,6.3,47,2,52.43
8.1,6.3,15,3,41.11
13.0,2.8,24,4,70.4
12.4,7.2,11,1,76.36
8.0,6.1,10,3,39.15
8.0,10.8,33,5,7.66
6.3,4.4,37,3,37.5
8.4,7.8,12,5,18.54
4.7,7.8,48,5,0.0
4.2,6.3,28,2,18.32
6.1,13.6,26,2,0.0
6.4,6.9,45,2,15.71
8.2,7.3,60,2,29.26
7.5,5.7,55,3,29.88
11.3,6.4,26,4,54.45
17.5,6.2,52,2,100.0
2.2,5.2,25,4,0.19
6.1,2.2,25,3,54.72
8.8,8.8,60,3,24.76
7.4,7.2,58,3,17.94
8.3,6.6,10,3,49.09
17.6,13.7,29,1,72.19
9.8,6.4,36,5,40.28
8.2,6.8,59,1,37.62
10.0,11.0,39,1,29.31
8.3,6.5,58,5,15.13
6.6,12.4,13,3,2.33
13.2,6.1,29,2,72.05
10.0,9.5,43,5,18.63
9.8,12.1,29,3,20.8
6.3,6.8,42,2,22.17
9.6,6.5,53,5,17.71
7.2,6.9,12,4,44.9
8.2,6.3,43,1,47.52
14.7,6.8,47,2,81.93
8.8,3.1,43,2,61.8
7.3,14.8,50,5,0.0
8.9,2.4,38,5,41.65
11.6,4.8,33,5,43.0
9.1,8.2,47,2,37.72
12.4,7.5,50,4,49.34
9.7,6.9,50,2,47.73
7.0,3.9,6,5,31.55
7.1,13.5,59,2,14.37
8.5,7.3,24,4,25.46
3.0,6.4,27,1,26.09
4.2,7.8,35,2,20.41
9.0,7.4,49,4,27.18
6.6,13.9,48,5,0.0
9.3,3.3,31,5,53.81
8.4,10.0,25,1,39.99
9.8,7.6,55,1,48.55
9.6,12.8,45,4,0.0
9.7,3.5,8,5,55.83
9.5,7.5,48,3,37.3
16.3,7.8,45,1,94.08
12.9,6.4,20,5,66.05
1.4,7.3,50,3,0.0
11.1,5.4,53,5,33.26
11.2,13.5,13,4,28.58
6.4,7.0,42,5,3.43
6.7,4.7,35,2,38.29
7.3,5.1,27,3,46.13
6.5,6.1,16,3,42.79
6.2,11.5,44,5,0.0
3.1,6.6,6,5,9.49
7.2,9.4,33,3,16.75
16.3,6.0,59,5,69.75
7.2,7.1,23,3,28.37
8.9,6.6,18,3,52.37
7.1,14.3,58,4,0.0
8.9,6.2,27,3,39.02
7.4,7.3,9,5,18.85
4.6,3.1,32,5,10.52
19.3,7.9,55,5,77.64
8.2,7.1,24,5,25.3
7.5,11.1,60,3,6.27
6.2,10.2,14,3,27.49
7.3,9.6,15,2,23.22
15.9,7.1,16,2,93.37
6.5,6.4,11,1,41.98
20.0,6.2,28,2,100.0
7.5,7.0,9,5,12.63
9.4,8.3,49,1,46.14
6.4,8.6,27,2,36.12
12.8,8.1,27,5,49.75
7.6,6.9,12,1,45.13
8.0,6.8,38,2,46.77
7.9,13.7,38,5,0.0
7.3,6.8,42,4,19.25
7.7,4.4,54,4,34.93
7.4,7.8,50,3,19.2
7.9,13.9,6,3,7.06
8.0,7.9,46,1,41.28
7.7,9.5,6,5,6.24
6.2,6.9,6,3,40.31
8.3,14.6,56,2,2.92
9.1,7.5,35,1,45.87
7.0,10.7,51,3,2.22
8.0,7.9,40,5,12.39
6.7,6.8,12,2,40.81
10.0,6.4,50,2,48.97
7.0,7.9,56,2,22.42
13.2,2.6,12,5,78.06
7.1,6.8,38,4,31.47
6.8,11.5,58,2,11.48
16.9,6.5,25,4,76.8
6.2,7.7,60,1,34.37
9.7,10.8,47,2,27.91
8.3,6.4,19,5,28.86
9.0,8.0,24,5,25.36
10.9,7.7,56,2,48.89
6.9,7.4,9,3,37.1
15.6,7.5,17,3,81.9
8.6,6.5,20,4,31.6
8.2,8.0,59,2,31.48
18.8,5.7,42,4,94.4
14.1,9.6,7,2,73.14
1.3,9.4,5,4,0.0
11.4,7.1,44,1,68.27
3.4,14.3,51,5,0.0
8.3,6.8,10,3,41.23
8.0,7.9,43,3,30.64
6.3,4.8,55,1,34.72
9.0,7.5,54,5,21.14
8.6,13.6,31,3,16.36
18.7,6.0,5,1,100.0
6.8,13.1,28,3,0.0
6.3,6.5,17,3,30.94
16.0,11.3,34,2,66.71
6.7,3.6,26,1,53.55
3.6,6.3,56,5,0.0
6.0,13.2,5,5,0.0
8.8,7.6,33,3,38.77
8.7,6.5,30,2,46.26
8.9,8.5,12,1,56.65
6.0,13.8,41,5,0.0
9.1,14.9,27,4,1.35
2.7,11.7,27,4,0.0
9.4,13.5,54,1,12.33
6.2,12.1,38,2,12.27
8.2,7.1,6,4,34.07
7.2,6.2,41,4,24.86
3.0,12.4,22,3,0.0
9.1,7.7,23,4,40.02
6.1,2.4,56,3,34.11
19.9,7.6,50,2,95.1
7.5,6.0,17,1,64.38
6.4,6.2,56,4,19.41
7.2,3.3,33,4,34.45
4.1,9.1,6,4,13.69
7.3,7.8,12,1,48.53
9.1,13.3,24,1,28.2
7.7,5.6,14,4,42.28
4.6,6.0,28,3,26.72
7.6,4.4,28,5,20.07
9.0,7.8,31,1,35.07
16.9,3.1,24,5,87.37
16.5,7.7,23,5,71.67
8.7,11.8,23,3,15.46
7.5,2.1,23,5,52.79
11.1,7.5,7,3,60.68
6.9,6.2,5,3,35.01
9.6,7.9,36,5,33.12
18.1,7.6,59,4,76.07
3.4,2.3,41,2,35.18
1.5,7.1,34,3,3.59
6.3,6.8,43,2,31.16
6.4,6.3,41,4,20.85
6.7,6.0,49,4,25.15
8.4,7.7,28,2,44.82
5.3,6.6,58,4,5.34
9.4,2.9,27,5,52.51
8.4,7.4,14,4,27.69
7.7,12.5,30,2,19.01
9.4,7.4,20,5,37.71
12.5,8.0,5,2,75.02
2.2,6.2,11,2,10.57
7.4,2.3,17,3,55.74
9.5,6.1,57,4,26.07
8.9,7.4,40,1,45.72
9.6,13.2,43,4,2.43
8.8,7.3,25,1,51.35
8.5,7.8,24,1,49.18
5.6,7.8,24,4,15.85
12.2,6.2,14,4,55.22
9.6,14.6,5,1,21.89
8.7,7.0,49,1,44.12
3.4,7.7,57,1,13.09
2.1,7.3,48,4,0.0
8.3,9.5,31,4,18.28
4.5,6.5,37,2,34.82
12.6,6.6,18,1,66.63
13.6,7.6,23,4,65.88
15.5,11.6,31,5,42.6
12.6,6.4,45,2,68.09
10.8,9.4,57,2,35.1
19.8,6.5,28,3,100.0
16.4,7.0,15,2,93.49
7.9,5.6,59,3,26.84
8.4,7.6,35,2,40.69
6.5,7.3,16,5,16.22
9.9,6.4,57,4,35.1
3.8,10.3,30,2,0.0
7.1,10.0,25,2,34.88
7.6,7.7,38,3,20.37
8.2,9.3,42,4,25.21
6.2,6.0,41,1,33.17
6.7,7.1,7,5,31.51
9.1,7.7,29,1,50.85
6.8,6.2,51,1,46.25
14.5,8.9,10,5,55.95
9.8,7.5,48,3,36.68
6.1,7.6,49,4,4.89
9.5,7.5,27,5,33.0
17.7,6.5,43,1,100.0
8.5,6.9,12,3,42.26
9.0,7.4,9,4,37.5
9.5,2.1,40,2,86.53
9.7,4.9,23,4,48.7
8.5,3.9,30,3,57.88
6.8,7.8,47,4,9.25
8.4,7.0,42,1,48.83
6.9,13.6,55,2,0.45
13.2,6.1,41,4,48.94
6.1,6.8,22,4,28.19
6.7,7.1,13,1,41.9
9.4,6.4,36,3,37.13
17.9,6.3,27,2,94.76
7.4,12.3,43,2,1.28
10.8,7.3,20,2,66.41
6.4,6.0,6,5,25.93
6.0,6.6,11,5,20.76
7.7,9.2,56,2,23.57
8.5,6.8,10,5,28.14
7.9,7.7,30,4,21.91
7.7,7.4,8,4,28.22
9.0,7.1,56,2,36.79
14.3,7.7,34,2,72.92
16.4,7.3,33,2,88.43
9.5,8.3,42,5,18.34
16.0,2.9,53,2,92.11
7.1,6.4,51,1,33.91
19.2,13.5,43,4,56.22
9.1,6.5,52,4,37.05
